ID,first_name,last_name,street_po_box,city,state,ZIP_Code,telephone,email,annual_salary,employee_type
639,Adam,Baker,8883 Emmet Parkway,Washington,DC,20046,4767806467,Adam.Baker@digitalsales.com,77874.41,salesperson
640,Donald,Patterson,8029 Mandrake Way,Portland,OR,97255,7757887292,Donald.Patterson@digitalsales.com,26896.12,salesperson
641,Samuel,Washington,53510 Clemons Street,Washington,DC,20244,9247280054,Samuel.Washington@digitalsales.com,44958.97,salesperson
642,Terry,Evans,14 Longview Parkway,South Bend,IN,46614,7916705205,Terry.Evans@digitalsales.com,45552.95,salesperson
643,Stephanie,Watkins,6 Chive Way,Memphis,TN,38168,4886344595,Stephanie.Watkins@digitalsales.com,62884.21,salesperson
644,Helen,Peterson,21 Commercial Alley,Boise,ID,83722,3833563042,Helen.Peterson@digitalsales.com,98410.40,region manager
645,Amanda,Wood,4485 Schmedeman Pass,Baltimore,MD,21239,6660521909,Amanda.Wood@digitalsales.com,90339.54,store manager
646,George,Ruiz,04 Esch Park,Pittsburgh,PA,15240,3344479312,George.Ruiz@digitalsales.com,91259.74,store manager
647,Judy,Burton,562 Granby Drive,Washington,DC,20046,9667354202,Judy.Burton@digitalsales.com,57765.31,salesperson
648,Andrea,Crawford,7 Blackbird Road,Chicago,IL,60663,1492347902,Andrea.Crawford@digitalsales.com,84707.91,store manager
649,Steve,Fisher,39 Briar Crest Lane,Washington,DC,20430,4168105505,Steve.Fisher@digitalsales.com,26466.84,salesperson
650,Diane,Hunt,03 Daystar Circle,San Antonio,TX,78291,8622188550,Diane.Hunt@digitalsales.com,26618.38,salesperson
651,Clarence,Garcia,9 Petterle Court,Southfield,MI,48076,4822259389,Clarence.Garcia@digitalsales.com,68862.02,salesperson
652,Earl,Harris,95625 Red Cloud Park,Allentown,PA,18105,6498277986,Earl.Harris@digitalsales.com,64396.98,salesperson
653,Ruth,Garcia,998 Pepper Wood Crossing,Shreveport,LA,71166,8199842130,Ruth.Garcia@digitalsales.com,62164.30,salesperson
654,Lori,Sanchez,3 Autumn Leaf Road,Nashville,TN,37215,1214680105,Lori.Sanchez@digitalsales.com,50425.33,salesperson
655,Norma,Fuller,990 Parkside Avenue,Raleigh,NC,27605,1846804813,Norma.Fuller@digitalsales.com,63794.13,salesperson
656,Kathleen,Hunt,2 Coolidge Avenue,Washington,DC,20051,3408540083,Kathleen.Hunt@digitalsales.com,79057.60,salesperson
657,Ashley,Fox,5 Manufacturers Hill,New York City,NY,10249,188242586,Ashley.Fox@digitalsales.com,66067.61,salesperson
658,Lisa,Henderson,8943 Steensland Avenue,Madison,WI,53726,4766650961,Lisa.Henderson@digitalsales.com,24188.67,salesperson
659,Joseph,Fisher,773 Ruskin Hill,Jacksonville,FL,32215,1025952007,Joseph.Fisher@digitalsales.com,52568.01,salesperson
660,Timothy,Harvey,52 Heffernan Lane,Carol Stream,IL,60158,4236200685,Timothy.Harvey@digitalsales.com,77068.46,salesperson
661,Juan,Alexander,7 Caliangt Place,Columbus,GA,31904,9955567975,Juan.Alexander@digitalsales.com,27088.72,salesperson
662,Scott,Weaver,797 Sheridan Parkway,New York City,NY,10131,9365427509,Scott.Weaver@digitalsales.com,42963.38,salesperson
663,Bruce,Richards,42 Hauk Center,San Jose,CA,95160,5999085245,Bruce.Richards@digitalsales.com,90136.43,store manager
664,William,Davis,13 Blue Bill Park Circle,Greensboro,NC,27404,4547614376,William.Davis@digitalsales.com,35277.36,salesperson
665,Steve,Gutierrez,24 Jay Plaza,El Paso,TX,88535,8300889987,Steve.Gutierrez@digitalsales.com,29009.33,salesperson
666,Phillip,Holmes,3 Northport Road,Santa Monica,CA,90405,8957754661,Phillip.Holmes@digitalsales.com,75029.93,salesperson
667,Kathleen,Nelson,03 Armistice Center,Philadelphia,PA,19172,136309463,Kathleen.Nelson@digitalsales.com,99379.21,region manager
668,Janice,Rogers,4339 Eggendart Alley,Decatur,IL,62525,8090604546,Janice.Rogers@digitalsales.com,52631.49,salesperson
669,Emily,Stanley,30109 Sauthoff Trail,Mobile,AL,36689,5513709265,Emily.Stanley@digitalsales.com,71955.18,salesperson
670,Kathy,Hawkins,7 Eastlawn Plaza,Jacksonville,FL,32225,1030591469,Kathy.Hawkins@digitalsales.com,41911.37,salesperson
671,Judith,Dunn,04 Fieldstone Center,Visalia,CA,93291,2119118503,Judith.Dunn@digitalsales.com,71700.57,salesperson
672,Rachel,Perez,163 Orin Terrace,Schaumburg,IL,60193,1906027218,Rachel.Perez@digitalsales.com,61946.43,salesperson
673,Virginia,Davis,64811 Crownhardt Place,New Haven,CT,6520,3877252701,Virginia.Davis@digitalsales.com,30130.23,salesperson
674,Janice,Cook,19903 Stuart Hill,San Antonio,TX,78205,3653083381,Janice.Cook@digitalsales.com,40093.99,salesperson
675,Maria,Hicks,62 Spohn Hill,Hicksville,NY,11854,4494130657,Maria.Hicks@digitalsales.com,38537.57,salesperson
676,Nancy,Burton,25092 Hoard Point,Bloomington,IN,47405,4056889218,Nancy.Burton@digitalsales.com,74912.67,salesperson
677,Debra,Crawford,811 Pond Court,San Diego,CA,92115,8633711309,Debra.Crawford@digitalsales.com,74126.40,salesperson
678,Paul,Greene,46494 Longview Parkway,Birmingham,AL,35295,2865993158,Paul.Greene@digitalsales.com,31557.92,salesperson
679,Larry,Barnes,1 Laurel Trail,San Diego,CA,92196,6598223747,Larry.Barnes@digitalsales.com,37304.18,salesperson
680,Ruby,Davis,30064 Waywood Court,Abilene,TX,79699,6663401598,Ruby.Davis@digitalsales.com,98227.66,region manager
681,Ruby,Ruiz,19207 American Ash Hill,Largo,FL,34643,5627288583,Ruby.Ruiz@digitalsales.com,79671.93,salesperson
682,Nicholas,Mccoy,99 Anniversary Trail,Miami,FL,33175,8097843903,Nicholas.Mccoy@digitalsales.com,79976.85,salesperson
683,Marilyn,Hanson,88 Pankratz Park,Oklahoma City,OK,73135,7763568298,Marilyn.Hanson@digitalsales.com,98328.50,region manager
684,Michael,Walker,1321 Miller Street,Athens,GA,30605,8922961201,Michael.Walker@digitalsales.com,78817.31,salesperson
685,Carl,Kim,58 Havey Court,Apache Junction,AZ,85219,1785086486,Carl.Kim@digitalsales.com,20592.37,salesperson
686,Frances,Sims,344 Judy Drive,South Bend,IN,46699,2621281787,Frances.Sims@digitalsales.com,51381.25,salesperson
687,Aaron,Willis,4753 Shelley Junction,Spring,TX,77386,7616026474,Aaron.Willis@digitalsales.com,31250.26,salesperson
688,Melissa,Gonzales,505 Carey Trail,Montgomery,AL,36104,5179957334,Melissa.Gonzales@digitalsales.com,68804.92,salesperson
689,Melissa,Moore,8245 Golf View Alley,Boca Raton,FL,33487,8300094688,Melissa.Moore@digitalsales.com,58548.41,salesperson
690,Frances,Knight,1 Dawn Road,Atlanta,GA,30311,4267768222,Frances.Knight@digitalsales.com,73366.08,salesperson
691,Nicole,Hunt,09594 Shasta Terrace,Saint Louis,MO,63121,5723837939,Nicole.Hunt@digitalsales.com,22240.20,salesperson
692,Harry,Hart,6 Carey Alley,Omaha,NE,68179,8340529798,Harry.Hart@digitalsales.com,27715.26,salesperson
693,Wayne,Hall,65706 Straubel Alley,Salt Lake City,UT,84140,5360426174,Wayne.Hall@digitalsales.com,65851.14,salesperson
694,Raymond,Harvey,92740 Duke Plaza,Youngstown,OH,44555,2997105942,Raymond.Harvey@digitalsales.com,27298.79,salesperson
695,Andrea,Turner,61572 Summer Ridge Lane,Trenton,NJ,8638,606969431,Andrea.Turner@digitalsales.com,38295.05,salesperson
696,Jacqueline,Barnes,0413 Commercial Circle,Wilmington,DE,19805,1852958620,Jacqueline.Barnes@digitalsales.com,32919.57,salesperson
697,Paula,Walker,8 Dottie Alley,Miami Beach,FL,33141,1243658156,Paula.Walker@digitalsales.com,79616.44,salesperson
698,Dorothy,Cox,20 Spenser Crossing,Herndon,VA,22070,8187527812,Dorothy.Cox@digitalsales.com,24235.06,salesperson
699,Marie,Weaver,0 Blackbird Lane,Elmira,NY,14905,2179135844,Marie.Weaver@digitalsales.com,39273.53,salesperson
700,Lawrence,Wood,3 Mcbride Trail,Harrisburg,PA,17121,5005282644,Lawrence.Wood@digitalsales.com,42938.97,salesperson
701,Carlos,Welch,1992 Roxbury Park,Tampa,FL,33620,5542176477,Carlos.Welch@digitalsales.com,68287.15,salesperson
702,Carl,Black,0438 Cascade Drive,Wichita,KS,67236,5448187176,Carl.Black@digitalsales.com,21641.67,salesperson
703,Julia,Reed,687 Hintze Place,New Haven,CT,6538,5874379500,Julia.Reed@digitalsales.com,88552.98,store manager
704,Martha,Andrews,6 Dawn Avenue,Las Vegas,NV,89105,887072530,Martha.Andrews@digitalsales.com,73242.03,salesperson
705,Ryan,Shaw,921 5th Drive,Miami,FL,33124,6219889601,Ryan.Shaw@digitalsales.com,39101.57,salesperson
706,Joshua,Lawrence,3274 Namekagon Lane,Washington,DC,20057,616977522,Joshua.Lawrence@digitalsales.com,31880.54,salesperson
707,Douglas,Gonzalez,324 Meadow Ridge Street,Phoenix,AZ,85077,9104104674,Douglas.Gonzalez@digitalsales.com,33741.46,salesperson
708,Julie,Gardner,88163 Atwood Parkway,Richmond,VA,23242,3832932388,Julie.Gardner@digitalsales.com,81702.62,salesperson
709,Melissa,Nguyen,91 Hermina Pass,Bronx,NY,10474,1285150810,Melissa.Nguyen@digitalsales.com,44051.48,salesperson
710,Jacqueline,Johnston,14 Sachtjen Terrace,Cincinnati,OH,45254,9326644600,Jacqueline.Johnston@digitalsales.com,72518.42,salesperson
711,Jerry,Schmidt,21 Arizona Trail,Atlanta,GA,30323,199672859,Jerry.Schmidt@digitalsales.com,63994.90,salesperson
712,Todd,Cook,0 Service Parkway,Saint Louis,MO,63104,6952017364,Todd.Cook@digitalsales.com,52956.93,salesperson
713,Antonio,Cooper,1 8th Lane,Montgomery,AL,36177,6922923462,Antonio.Cooper@digitalsales.com,56091.84,salesperson
714,Lisa,Wood,9408 Emmet Center,Naples,FL,34102,721977386,Lisa.Wood@digitalsales.com,76278.03,salesperson
715,Wayne,Watson,6 Pierstorff Parkway,Denver,CO,80243,5975411435,Wayne.Watson@digitalsales.com,50440.00,salesperson
716,Brenda,Thompson,9 Pine View Park,Saint Paul,MN,55103,7735716737,Brenda.Thompson@digitalsales.com,22768.01,salesperson
717,Margaret,Smith,26 Spenser Court,El Paso,TX,88563,8140508006,Margaret.Smith@digitalsales.com,26352.11,salesperson
718,Louis,Pierce,3203 Glendale Hill,Mobile,AL,36641,7275663956,Louis.Pierce@digitalsales.com,34889.25,salesperson
719,Harold,Jackson,6414 Kings Park,Biloxi,MS,39534,4768262700,Harold.Jackson@digitalsales.com,81523.26,salesperson
720,Dennis,Fowler,5378 Lighthouse Bay Street,Camden,NJ,8104,4498182348,Dennis.Fowler@digitalsales.com,28360.99,salesperson
721,George,Carpenter,72825 Monica Place,Arlington,VA,22244,9255044262,George.Carpenter@digitalsales.com,68568.61,salesperson
722,Jesse,Barnes,0 Sunnyside Court,Baltimore,MD,21275,7683639845,Jesse.Barnes@digitalsales.com,98887.94,region manager
723,Victor,Wood,81 Londonderry Trail,Saint Paul,MN,55103,3079580810,Victor.Wood@digitalsales.com,85887.20,store manager
724,Billy,Wheeler,99749 Lighthouse Bay Avenue,Boulder,CO,80328,1498642418,Billy.Wheeler@digitalsales.com,52981.93,salesperson
725,Ralph,Welch,9 Utah Street,Long Beach,CA,90831,9009639481,Ralph.Welch@digitalsales.com,39894.38,salesperson
726,Elizabeth,Weaver,08342 Clyde Gallagher Parkway,Saint Louis,MO,63169,5522342973,Elizabeth.Weaver@digitalsales.com,94057.45,store manager
727,Mildred,Fields,95836 Waywood Alley,Herndon,VA,22070,2872478852,Mildred.Fields@digitalsales.com,46273.80,salesperson
728,Todd,Kim,5104 Grayhawk Alley,Atlanta,GA,30328,7360446946,Todd.Kim@digitalsales.com,53677.75,salesperson
729,Diana,Dixon,4 Goodland Street,Hialeah,FL,33018,8098430894,Diana.Dixon@digitalsales.com,89199.32,store manager
730,Mildred,Austin,13 Knutson Parkway,Biloxi,MS,39534,1789066259,Mildred.Austin@digitalsales.com,97932.44,region manager
731,Nicole,Black,5 Barby Drive,Rochester,NY,14619,9424429129,Nicole.Black@digitalsales.com,95845.82,store manager
732,Laura,Miller,9160 American Ash Circle,Hartford,CT,6152,220089474,Laura.Miller@digitalsales.com,42869.34,salesperson
733,Melissa,Edwards,38562 Toban Parkway,Las Vegas,NV,89125,4274010602,Melissa.Edwards@digitalsales.com,49031.66,salesperson
734,Annie,Mills,079 Fisk Crossing,Pueblo,CO,81005,7327379736,Annie.Mills@digitalsales.com,96329.54,region manager
735,Joe,Bailey,4467 Warbler Alley,Minneapolis,MN,55402,1446600386,Joe.Bailey@digitalsales.com,62338.76,salesperson
736,Joshua,Snyder,78 Portage Pass,Boise,ID,83727,9828821703,Joshua.Snyder@digitalsales.com,23010.71,salesperson
737,Janet,Graham,3 Petterle Parkway,Memphis,TN,38126,6429041521,Janet.Graham@digitalsales.com,43220.11,salesperson
738,Patrick,Gilbert,0458 Pond Hill,Irvine,CA,92710,6267117418,Patrick.Gilbert@digitalsales.com,79959.49,salesperson
739,Wanda,Cole,54 La Follette Crossing,Sacramento,CA,94257,6939825414,Wanda.Cole@digitalsales.com,82270.18,salesperson
740,Joan,Flores,18 Southridge Park,Lancaster,PA,17605,3931607757,Joan.Flores@digitalsales.com,20629.42,salesperson
741,Tina,Mcdonald,3024 Carberry Center,Saint Louis,MO,63110,71921333,Tina.Mcdonald@digitalsales.com,84594.96,store manager
742,Denise,Ramirez,3927 Trailsway Trail,Staten Island,NY,10310,9794521434,Denise.Ramirez@digitalsales.com,25114.51,salesperson
743,Douglas,Warren,4612 Blaine Park,Henderson,NV,89074,8798239512,Douglas.Warren@digitalsales.com,44125.12,salesperson
744,Ann,Parker,22804 Crescent Oaks Place,Akron,OH,44393,3397436104,Ann.Parker@digitalsales.com,38467.67,salesperson
745,Laura,Brown,41 Sage Court,Pensacola,FL,32520,9500847023,Laura.Brown@digitalsales.com,99854.91,region manager
746,Antonio,Murphy,3 Hansons Drive,Baton Rouge,LA,70826,1909737655,Antonio.Murphy@digitalsales.com,79282.65,salesperson
747,Betty,Barnes,9 Mallory Trail,San Diego,CA,92145,4588939898,Betty.Barnes@digitalsales.com,57706.96,salesperson
748,Jimmy,Burton,8 Tony Way,West Palm Beach,FL,33411,1703266434,Jimmy.Burton@digitalsales.com,79640.87,salesperson
749,Debra,Medina,92980 Farmco Place,Macon,GA,31205,6131473420,Debra.Medina@digitalsales.com,31973.10,salesperson
750,Carol,Reid,286 Jenifer Hill,Irving,TX,75037,9426898399,Carol.Reid@digitalsales.com,75880.43,salesperson
751,Stephanie,Harris,54936 Superior Lane,Bloomington,IL,61709,480735363,Stephanie.Harris@digitalsales.com,84641.58,store manager
752,Timothy,Baker,935 Fulton Place,Las Vegas,NV,89150,654108105,Timothy.Baker@digitalsales.com,47870.96,salesperson
753,Gerald,Gutierrez,6537 Westport Avenue,Albuquerque,NM,87180,8198093875,Gerald.Gutierrez@digitalsales.com,89065.26,store manager
754,Bobby,Phillips,5 Schlimgen Trail,Arlington,VA,22217,3933167717,Bobby.Phillips@digitalsales.com,61862.99,salesperson
755,William,Burke,991 Hudson Road,Mobile,AL,36622,6605714925,William.Burke@digitalsales.com,61634.44,salesperson
756,Carlos,Edwards,88 2nd Place,Salt Lake City,UT,84199,8865063465,Carlos.Edwards@digitalsales.com,36969.98,salesperson
757,Joyce,Gibson,957 Longview Court,Oklahoma City,OK,73129,5816089513,Joyce.Gibson@digitalsales.com,87863.54,store manager
758,Douglas,Grant,98 Dovetail Road,San Rafael,CA,94913,837516213,Douglas.Grant@digitalsales.com,66254.79,salesperson
759,Jessica,Carroll,6 Marcy Place,San Francisco,CA,94169,5789755739,Jessica.Carroll@digitalsales.com,56472.33,salesperson
760,Douglas,Gardner,612 Logan Lane,Paterson,NJ,7544,6712410398,Douglas.Gardner@digitalsales.com,91341.94,store manager
761,Angela,Harper,089 Becker Point,Brea,CA,92822,171238874,Angela.Harper@digitalsales.com,41925.73,salesperson
762,Marie,West,9 Golf Course Circle,Peoria,AZ,85383,3628900300,Marie.West@digitalsales.com,53597.29,salesperson
763,Benjamin,Henderson,6 Gateway Trail,Montpelier,VT,5609,5836797987,Benjamin.Henderson@digitalsales.com,29328.35,salesperson
764,Christopher,Roberts,1 Kropf Terrace,Miami,FL,33196,6930015235,Christopher.Roberts@digitalsales.com,97785.48,region manager
765,Angela,Larson,54 Nevada Road,Pompano Beach,FL,33069,1976270502,Angela.Larson@digitalsales.com,37891.86,salesperson
766,Joan,Ellis,57769 Bluejay Avenue,Durham,NC,27717,2690720160,Joan.Ellis@digitalsales.com,50142.16,salesperson
767,Jacqueline,Hudson,4779 Iowa Point,Santa Monica,CA,90405,6587741964,Jacqueline.Hudson@digitalsales.com,95836.43,store manager
768,Norma,Hernandez,4234 Nobel Way,Chicago,IL,60646,4789754207,Norma.Hernandez@digitalsales.com,74438.02,salesperson
769,Andrea,Fernandez,7 Banding Terrace,Fort Lauderdale,FL,33345,14154964,Andrea.Fernandez@digitalsales.com,30807.81,salesperson
770,Christina,Duncan,59407 Forest Dale Place,Roanoke,VA,24014,6254173768,Christina.Duncan@digitalsales.com,70475.02,salesperson
771,Henry,Mitchell,924 Russell Circle,Pittsburgh,PA,15220,7685198360,Henry.Mitchell@digitalsales.com,77684.29,salesperson
772,Dorothy,Hayes,1 Holmberg Lane,Anchorage,AK,99599,9775145384,Dorothy.Hayes@digitalsales.com,82751.60,salesperson
773,Anthony,Hansen,8437 Hoepker Drive,Corpus Christi,TX,78475,3348323261,Anthony.Hansen@digitalsales.com,32016.11,salesperson
774,Jose,Rodriguez,770 Kedzie Center,Lakeland,FL,33805,9208374616,Jose.Rodriguez@digitalsales.com,27805.58,salesperson
775,Walter,Bishop,0 Shoshone Court,Carol Stream,IL,60351,6285598035,Walter.Bishop@digitalsales.com,32003.03,salesperson
776,Peter,Hunt,8610 Park Meadow Place,Evansville,IN,47725,440380236,Peter.Hunt@digitalsales.com,76772.63,salesperson
777,Kenneth,White,06 Carey Way,Seattle,WA,98133,9659349100,Kenneth.White@digitalsales.com,39214.47,salesperson
778,Billy,Garrett,52604 Mayfield Road,Bloomington,IL,61709,8922630979,Billy.Garrett@digitalsales.com,92363.03,store manager
779,Linda,Moore,205 Helena Trail,Albany,NY,12227,7811409777,Linda.Moore@digitalsales.com,42904.82,salesperson
780,Louis,Cruz,94 Autumn Leaf Alley,Rockville,MD,20851,1456122736,Louis.Cruz@digitalsales.com,24339.11,salesperson
781,Craig,Lawrence,1025 Muir Plaza,New York City,NY,10203,400310689,Craig.Lawrence@digitalsales.com,49484.87,salesperson
782,Andrew,Reed,88213 Summer Ridge Lane,Dallas,TX,75236,4059015054,Andrew.Reed@digitalsales.com,84350.89,store manager
783,Todd,Nichols,3981 Manley Hill,Indianapolis,IN,46266,4278199088,Todd.Nichols@digitalsales.com,70365.01,salesperson
784,Thomas,Grant,68147 Starling Court,Santa Fe,NM,87505,664197267,Thomas.Grant@digitalsales.com,54741.72,salesperson
785,Arthur,Powell,05927 Riverside Circle,El Paso,TX,79940,2776100772,Arthur.Powell@digitalsales.com,36222.07,salesperson
786,Betty,Ray,8 Helena Drive,Denver,CO,80243,9290808752,Betty.Ray@digitalsales.com,27107.38,salesperson
787,Mary,Riley,4 Kings Center,Palm Bay,FL,32909,9808454154,Mary.Riley@digitalsales.com,37689.79,salesperson
788,Michelle,Richards,18 Packers Park,Richmond,VA,23289,4203239176,Michelle.Richards@digitalsales.com,47253.12,salesperson
789,Keith,Diaz,7184 Graedel Junction,Tulsa,OK,74156,2045245161,Keith.Diaz@digitalsales.com,42735.68,salesperson
790,Samuel,Johnston,383 Lakewood Gardens Lane,Naples,FL,34114,8989617007,Samuel.Johnston@digitalsales.com,22684.78,salesperson
791,Andrew,Andrews,6453 Golden Leaf Trail,Los Angeles,CA,90094,7688839386,Andrew.Andrews@digitalsales.com,82691.42,salesperson
792,Ryan,Gilbert,9 Veith Hill,Bridgeport,CT,6673,49788179,Ryan.Gilbert@digitalsales.com,49683.16,salesperson
793,Jane,Greene,45 Eagle Crest Pass,Cincinnati,OH,45296,8176134633,Jane.Greene@digitalsales.com,49089.19,salesperson
794,Craig,Griffin,51294 Golf Course Alley,Florence,SC,29505,108339876,Craig.Griffin@digitalsales.com,80436.91,salesperson
795,Paula,Robinson,348 Evergreen Lane,Evansville,IN,47732,2587166399,Paula.Robinson@digitalsales.com,96266.13,region manager
796,Christine,Duncan,9 Sommers Place,Sacramento,CA,95838,915273876,Christine.Duncan@digitalsales.com,88597.77,store manager
797,Elizabeth,Hamilton,7350 Emmet Terrace,Birmingham,AL,35263,6179156147,Elizabeth.Hamilton@digitalsales.com,29592.00,salesperson
798,Henry,Fernandez,49 Bashford Court,Fresno,CA,93726,1994010394,Henry.Fernandez@digitalsales.com,43265.23,salesperson
799,Ann,Lewis,1 Shopko Road,Atlanta,GA,30323,183711143,Ann.Lewis@digitalsales.com,59963.75,salesperson
800,Rebecca,Romero,708 Sutherland Court,Kansas City,KS,66160,7805179225,Rebecca.Romero@digitalsales.com,77738.71,salesperson
801,Randy,Simpson,854 Doe Crossing Alley,Sioux Falls,SD,57193,5016467850,Randy.Simpson@digitalsales.com,65312.38,salesperson
802,Evelyn,Greene,01 Vahlen Street,Phoenix,AZ,85005,1396386436,Evelyn.Greene@digitalsales.com,89629.78,store manager
803,Beverly,Gray,609 5th Hill,Houston,TX,77223,8108357942,Beverly.Gray@digitalsales.com,38693.11,salesperson
804,Stephanie,Rogers,6012 Manitowish Junction,Bethesda,MD,20892,1831747171,Stephanie.Rogers@digitalsales.com,69681.85,salesperson
805,Jose,Perez,4445 Hollow Ridge Avenue,Salt Lake City,UT,84152,6820149140,Jose.Perez@digitalsales.com,66478.15,salesperson
806,Heather,Wallace,61859 Bartelt Way,Albuquerque,NM,87190,3114293934,Heather.Wallace@digitalsales.com,90158.28,store manager
807,Gerald,Howell,89740 Canary Street,Portland,OR,97232,1159981751,Gerald.Howell@digitalsales.com,91625.37,store manager
808,Clarence,Richardson,51555 Melrose Avenue,Charleston,WV,25321,5600497687,Clarence.Richardson@digitalsales.com,20964.57,salesperson
809,Louise,Wallace,2 Briar Crest Park,Sacramento,CA,94207,736338113,Louise.Wallace@digitalsales.com,99926.40,region manager
810,Brenda,Freeman,24817 Pepper Wood Hill,Trenton,NJ,8650,9443534065,Brenda.Freeman@digitalsales.com,73060.02,salesperson
811,Lisa,Phillips,8 Summerview Street,New York City,NY,10099,3255189294,Lisa.Phillips@digitalsales.com,50417.00,salesperson
812,Nicole,Baker,74 Delladonna Parkway,Fayetteville,NC,28305,8886789250,Nicole.Baker@digitalsales.com,40328.35,salesperson
813,Ernest,Schmidt,7093 Kenwood Way,Kansas City,MO,64187,1429364806,Ernest.Schmidt@digitalsales.com,39539.98,salesperson
814,James,Rice,9 Stoughton Place,Saginaw,MI,48604,548248245,James.Rice@digitalsales.com,59680.44,salesperson
815,Howard,Dunn,75 Toban Road,Miami,FL,33283,7402228169,Howard.Dunn@digitalsales.com,80816.46,salesperson
816,Bonnie,Weaver,9361 Warner Terrace,Seattle,WA,98158,7887793921,Bonnie.Weaver@digitalsales.com,53330.19,salesperson
817,Christina,Burton,20 Mcguire Avenue,Largo,FL,33777,9646652743,Christina.Burton@digitalsales.com,65128.15,salesperson
818,Stephanie,Patterson,58 Vermont Alley,Kansas City,MO,64199,3194543224,Stephanie.Patterson@digitalsales.com,78155.30,salesperson
819,Lori,Howard,460 Donald Way,Houston,TX,77240,7560975542,Lori.Howard@digitalsales.com,29459.89,salesperson
820,Kenneth,Castillo,06 Harper Avenue,Van Nuys,CA,91499,8281756014,Kenneth.Castillo@digitalsales.com,32162.45,salesperson
821,Kimberly,Murphy,1444 Meadow Vale Avenue,Los Angeles,CA,90076,1447372401,Kimberly.Murphy@digitalsales.com,49506.30,salesperson
822,Julie,Mitchell,178 Buhler Parkway,Cleveland,OH,44177,7028045915,Julie.Mitchell@digitalsales.com,29989.99,salesperson
823,Rachel,Reed,7 Merrick Park,Jersey City,NJ,7310,6394287946,Rachel.Reed@digitalsales.com,39893.31,salesperson
824,Richard,Morris,804 Sommers Avenue,Los Angeles,CA,90101,9236466202,Richard.Morris@digitalsales.com,88371.02,store manager
825,Ruth,Morales,4 Declaration Lane,Milwaukee,WI,53263,6818823582,Ruth.Morales@digitalsales.com,72279.74,salesperson
826,Beverly,Cooper,724 Hollow Ridge Junction,Petaluma,CA,94975,8430351909,Beverly.Cooper@digitalsales.com,59750.23,salesperson
827,Aaron,Bennett,1 Elka Point,Tacoma,WA,98417,1026086110,Aaron.Bennett@digitalsales.com,63966.13,salesperson
828,Lillian,Elliott,5437 Lukken Way,Memphis,TN,38150,1505712567,Lillian.Elliott@digitalsales.com,93917.83,store manager
829,Heather,Greene,2 Mccormick Road,Kalamazoo,MI,49006,8869125798,Heather.Greene@digitalsales.com,82349.94,salesperson
830,Robin,Gordon,960 Golf Place,Springfield,MA,1105,178345852,Robin.Gordon@digitalsales.com,26358.68,salesperson
831,Pamela,Hayes,133 Fisk Avenue,Washington,DC,20220,5542686892,Pamela.Hayes@digitalsales.com,29317.12,salesperson
832,Betty,Brooks,66647 Heath Center,Cincinnati,OH,45264,5109390455,Betty.Brooks@digitalsales.com,24133.46,salesperson
833,Bonnie,Austin,82 Macpherson Point,Boise,ID,83757,2833833026,Bonnie.Austin@digitalsales.com,64809.13,salesperson
834,Barbara,Payne,0 Norway Maple Park,Tucson,AZ,85725,8788303794,Barbara.Payne@digitalsales.com,82665.54,salesperson
835,Denise,Willis,0383 Armistice Street,Charlotte,NC,28247,875222624,Denise.Willis@digitalsales.com,36066.44,salesperson
836,Lawrence,Ramos,5 Chive Point,Fort Worth,TX,76192,4285437032,Lawrence.Ramos@digitalsales.com,32097.62,salesperson
837,Sandra,Frazier,93 Del Mar Terrace,Lancaster,PA,17605,543170328,Sandra.Frazier@digitalsales.com,86690.37,store manager
838,Harold,Mitchell,7 Eastwood Circle,Pittsburgh,PA,15255,1813223613,Harold.Mitchell@digitalsales.com,50290.18,salesperson
839,Kathryn,Cook,876 Reinke Lane,Spokane,WA,99260,6119811131,Kathryn.Cook@digitalsales.com,69831.88,salesperson
840,Paul,Carter,22 Mccormick Drive,New York City,NY,10175,9152793510,Paul.Carter@digitalsales.com,76719.29,salesperson
841,Jacqueline,Fields,4 Monterey Terrace,Melbourne,FL,32941,9502593525,Jacqueline.Fields@digitalsales.com,20428.43,salesperson
842,Emily,Howell,6086 Eliot Avenue,Washington,DC,20442,5718589678,Emily.Howell@digitalsales.com,82272.58,salesperson
843,Patrick,Hicks,88809 Talmadge Hill,Fresno,CA,93715,4170264364,Patrick.Hicks@digitalsales.com,78792.36,salesperson
844,Lillian,Olson,034 Schlimgen Circle,Trenton,NJ,8608,2353652856,Lillian.Olson@digitalsales.com,75193.15,salesperson
845,Emily,Graham,72328 Hoard Parkway,Corpus Christi,TX,78410,4758248653,Emily.Graham@digitalsales.com,99845.12,region manager
846,Edward,Evans,203 Sugar Street,Sacramento,CA,95865,2092490924,Edward.Evans@digitalsales.com,71006.64,salesperson
847,Frank,Moreno,368 Graceland Parkway,Tuscaloosa,AL,35405,6541755139,Frank.Moreno@digitalsales.com,36149.68,salesperson
848,Ronald,Tucker,9 Bonner Street,Boca Raton,FL,33499,9524102838,Ronald.Tucker@digitalsales.com,25204.60,salesperson
849,Patrick,Walker,5893 Drewry Center,Des Moines,IA,50981,1320145189,Patrick.Walker@digitalsales.com,86862.63,store manager
850,Nicole,Marshall,94535 Kim Drive,New York City,NY,10150,4388632949,Nicole.Marshall@digitalsales.com,20643.27,salesperson
